PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Owner Type
NY5515748,LOMBARDIS RESTAURANT,Transient non-community system,Ground water,Ulster,GARDINER (T),55,3,Private
NY2820122,LOMBARDOS PIZZERIA PLUS,Transient non-community system,Ground water,Montgomery,ST. JOHNSVILLE (T),50,5,Private
NY5214437,LONDON COTTAGES,Transient non-community system,Ground water,Sullivan,BETHEL (T),160,6,Private
NY5606486,LONE BULL RESTAURANT,Transient non-community system,Ground water,Warren,LAKE GEORGE (T),160,3,Private
NY5615182,LONE ROCK COTTAGES,Transient non-community system,Ground water,Warren,CHESTER (T),25,3,Private
NY5630068,LONG HORN RESTAURANT & PUB @ LAKE VANARE,Transient non-community system,Ground water,Warren,LAKE LUZERNE (T),34,8,Private
NY5130194,LONG HOUSE RESERVE,Transient non-community system,Ground water,Suffolk,EAST HAMPTON (T),50,3,Local government
NY5120929,LONG ISLAND GAME FARM,Transient non-community system,Ground water,Suffolk,BROOKHAVEN (T),200,7,Private
NY0611940,LONG POINT STATE PARK,Transient non-community system,Ground water,Chautauqua,ELLERY (T),150,4,State government
NY2211795,LONG POINT STATE PARK - JEFFERSON CTY,Transient non-community system,Surface water,Jefferson,LYME (T),360,10,State government
NY0511769,LONG POINT STATE PARK-LEDYARD,Transient non-community system,Ground water,Cayuga,AURORA (V),45,5,State government
NY0530052,LONG POINT WINERY,Transient non-community system,Ground water,Cayuga,LEDYARD (T),25,6,Private
NY1519608,LONG POND CABINS,Transient non-community system,Ground water,Essex,WILLSBORO (T),90,4,Private
NY1313334,LONG POND LAKE VAC RESORT,Transient non-community system,Ground water,Dutchess,CLINTON (T),50,3,Private
NY1105196,LONGBRANCH CLUB,Transient non-community system,Ground water,Cortland,TRUXTON (T),60,4,Private
NY4819780,LONGHOUSE LODGE,Transient non-community system,Groundwater under influence of surface water,Schuyler,READING (T),25,8,Private
NY3830144,LONGVIEW FARM,Transient non-community system,Ground water,Otsego,PITTSFIELD (T),26,3,Private
NY5630039,LOON LAKE CLUB CONDOMINIUM,Transient non-community system,Ground water,Warren,CHESTER (T),35,3,Private
NY5615093,LOON LAKE PARK DIST BEACH,Transient non-community system,Ground water,Warren,,25,3,Local government
NY5615176,LOON LAKE RV PARK,Transient non-community system,Ground water,Warren,CHESTER (T),160,5,Private
NY2808935,LOOPIES PUB,Transient non-community system,Ground water,Montgomery,MOHAWK (T),100,5,Private
NY2013038,LORCA ADIRONDACK,Transient non-community system,Ground water,Hamilton,INDIAN LAKE (T),26,3,Private
NY3730178,LORTON LAKE ASSOCIATION,Transient non-community system,Ground water,Oswego,ORWELL (T),50,16,Private
NY4818558,"LOST & FOUND INN, LLC",Transient non-community system,Ground water,Schuyler,TYRONE (T),30,3,Private
NY3509633,LOUGHRANS,Transient non-community system,Ground water,Orange,BLOOMING GROVE (T),40,3,Private
NY3922100,LOUS RESTUARANT,Transient non-community system,Ground water,Putnam,CARMEL (T),50,3,Private
NY1030041,LOVE APPLE FARMSTAND/MIGRANT CAMP,Transient non-community system,Ground water,Columbia,GHENT (T),25,4,Private
NY1030286,LOVES TRAVEL PLAZA,Transient non-community system,Ground water,Columbia,CANAAN (T),25,4,Private
NY1500307,LOWER PORTER MT. WATER ASSN.,Transient non-community system,Ground water,Essex,KEENE (T),64,5,Private
NY1316574,LOYAL ORDER MOOSE #904 CLUB,Transient non-community system,Ground water,Dutchess,HYDE PARK (T),26,3,Private
NY5319812,LOYAL ORDER OF THE MOOSE,Transient non-community system,Ground water,Tioga,OWEGO (V),75,4,Private
NY1930032,LUCKY PETROLEUM,Transient non-community system,Ground water,Greene,CAIRO (T),25,4,Private
NY5530337,LUIGI OILS,Transient non-community system,Ground water,Ulster,LLOYD (T),25,3,Private
NY4121338,LUMBER JACKS COFFEE,Transient non-community system,Ground water,Rensselaer,HOOSICK FALLS (V),50,4,Private
NY5630091,LUMBERJACK PASS MINI GOLF,Transient non-community system,Ground water,Warren,QUEENSBURY (T),25,3,Private
NY5220046,LUMBERLAND NUTRITION SITE,Transient non-community system,Ground water,Sullivan,LUMBERLAND (T),50,2,Private
NY0330089,"LUNCHMOBILE, INC.",Transient non-community system,Ground water,Broome,KIRKWOOD (T),25,5,Private
NY3903023,LUPI PLAZA,Transient non-community system,Ground water,Putnam,CARMEL (T),25,3,Private
NY5506866,LUXOR MANOR,Transient non-community system,Ground water,Ulster,WAWARSING (T),88,6,Private
NY4730006,LUZ PROFESSIONAL BUILDING,Transient non-community system,Ground water,Schoharie,SCHOHARIE (T),30,3,Private
NY1322145,LYCEUM THEATER,Transient non-community system,Ground water,Dutchess,RED HOOK (T),26,3,Private
NY4430207,LYDIAS PLACE INC. R/V CAMPSITE,Transient non-community system,Ground water,St. Lawrence,HOPKINTON (T),25,5,Private
NY2208197,LYELLTON DRIVE,Transient non-community system,Ground water,Jefferson,CLAYTON (T),45,6,Private
NY5614867,LYN-AIRE MOTEL,Transient non-community system,Ground water,Warren,LAKE GEORGE (T),55,4,Private
NY1130018,LYNNS PLACE,Transient non-community system,Ground water,Cortland,CUYLER (T),25,5,Private
NY5207367,M ACRES LLC,Transient non-community system,Ground water,Sullivan,FALLSBURG (T),70,10,Private
NY0930089,M&M COUNTRY STORE,Transient non-community system,Ground water,Clinton,PERU (T),25,5,Private
NY0430009,M.J.S TAVERN,Transient non-community system,Ground water,Cattaraugus,NAPOLI (T),25,3,Private
NY1330408,MABBETTSVILLE EXPRESSMART INC.,Transient non-community system,Ground water,Dutchess,WASHINGTON (T),25,3,Private
NY4938000,MACDOUGAL SPORTSMANS CLUB,Transient non-community system,Ground water,Seneca,FAYETTE (T),25,3,Private
NY1015362,MACHAYDN THEATRE INC,Transient non-community system,Ground water,Columbia,GHENT (T),200,4,Private
NY5207494,MACHNE EITZ PRIE,Transient non-community system,Ground water,Sullivan,BETHEL (T),40,4,Private
NY5222750,MACHNE GILA,Transient non-community system,Ground water,Sullivan,LIBERTY (T),460,10,Private
NY5208790,MACHNE OHEL MOSHE,Transient non-community system,Ground water,Sullivan,FALLSBURG (T),500,12,Private
NY5217745,MACHNE OHEL TORAH,Transient non-community system,Ground water,Sullivan,THOMPSON (T),425,7,Private
NY1901963,MACHNE TASHBAR,Transient non-community system,Ground water,Greene,HUNTER (V),250,7,Private
NY5202722,MACHNE YAKOV YOSEF,Transient non-community system,Ground water,Sullivan,LIBERTY (T),750,18,Private
NY4413929,MACKS RESTAURANT,Transient non-community system,Ground water,St. Lawrence,MORRISTOWN (T),28,13,Private
NY0930224,MACOMB STATE PARK - CAMPGROUND,Transient non-community system,Ground water,Clinton,SCHUYLER FALLS (T),300,3,State government
NY0911775,MACOMB STATE PARK - DAY USE AREA,Transient non-community system,Ground water,Clinton,SCHUYLER FALLS (T),300,10,State government
NY6119632,MACS DAIRY BAR,Transient non-community system,Ground water,Yates,MILO (T),25,2,Private
NY1640021,MAD JOES STORE,Transient non-community system,Ground water,Franklin,MOIRA (T),25,4,Private
NY2600023,MAD TACO / NELSON CORNERS 2,Transient non-community system,Ground water,Madison,NELSON (T),26,7,Private
NY1330715,MADAVA KITCHEN,Transient non-community system,Ground water,Dutchess,DOVER (T),26,4,Private
NY1030273,MADE IN GHENT,Transient non-community system,Ground water,Columbia,GHENT (T),25,5,Private
NY2600034,MADISON COUNTY HWY GARAGE SOUTHERN,Transient non-community system,Ground water,Madison,EATON (T),30,7,Local government
NY2630039,MADISON MENNONITE CHURCH,Transient non-community system,Ground water,Madison,MADISON (T),56,13,Private
NY2601629,MADISON MOTOR COURT,Transient non-community system,Ground water,Madison,MADISON (T),40,5,Private
NY0830033,MADRONA TASTING ROOM(UV),Transient non-community system,Ground water,Chenango,GREENE (T),25,4,Private
NY5530298,MAGGIE MAE'S,Transient non-community system,Ground water,Ulster,NEW PALTZ (T),85,3,Private
NY5703046,MAGGIES SNACK SHACK,Transient non-community system,Ground water,Washington,HAMPTON (T),375,3,Private
NY5520547,MAGNANINI WINERY,Transient non-community system,Ground water,Ulster,SHAWANGUNK (T),95,3,Private
NY0840004,MAGROS BANQUETT HALL,Transient non-community system,Ground water,Chenango,SHERBURNE (T),200,6,Private
NY5208923,MAHARISHI GLOBAL ADMINISTRATION,Transient non-community system,Ground water,Sullivan,CALLICOON (T),100,23,Private
NY3208297,MAHOGANY RIDGE,Transient non-community system,Ground water,Oneida,,35,8,Private
NY3922115,MAHOPAC DELI,Transient non-community system,Ground water,Putnam,CARMEL (T),25,3,Private
NY3916001,MAHOPAC GOLF CLUB,Transient non-community system,Ground water,Putnam,CARMEL (T),50,3,Private
NY3922372,"MAHOPAC NATIONAL BANK BUILDING, PV",Transient non-community system,Ground water,Putnam,PUTNAM VALLEY (T),30,4,Private
NY5121501,MAIDSTONE GUN CLUB,Transient non-community system,Ground water,Suffolk,EAST HAMPTON (T),100,4,Private
NY5130137,MAIDSTONE HARBOR MARINA/HARBOR BISTRO,Transient non-community system,Ground water,Suffolk,EAST HAMPTON (T),100,6,Private
NY5130061,MAIDSTONE MARKET,Transient non-community system,Ground water,Suffolk,EAST HAMPTON (T),100,3,Private
NY5101576,MAIDSTONE PARK BEACH/BALLFIELD,Transient non-community system,Ground water,Suffolk,EAST HAMPTON (T),100,6,Private
NY0330031,MAINE ENDWELL BUS GARAGE,Transient non-community system,Ground water,Broome,MAINE (T),25,5,Local government
NY0308492,MAINE SCOOP,Transient non-community system,Ground water,Broome,MAINE (T),50,9,Private
NY0330033,MAINE TOWN PARK,Transient non-community system,Ground water,Broome,MAINE (T),50,5,Local government
NY3813672,MAJOR LEAGUE MOTOR INN,Transient non-community system,Ground water,Otsego,OTSEGO (T),45,5,Private
NY5507207,MAKOWSKYS / FAMILY & FRIENDS,Transient non-community system,Ground water,Ulster,ROCHESTER (T),77,4,Private
NY0918355,MALLORYS DINER,Transient non-community system,Ground water,Clinton,CLINTON  (T),58,5,Private
NY1330615,MALOUFS MOUNTAIN,Transient non-community system,Ground water,Dutchess,FISHKILL (T),30,4,Private
NY4530066,MALTA DRIVE IN,Transient non-community system,Ground water,Saratoga,MALTA (T),500,8,Private
NY4514048,MALTA MOTOR COURT,Transient non-community system,Ground water,Saratoga,MALTA (T),30,5,Private
NY4530128,MALTA XTRA MART,Transient non-community system,Ground water,Saratoga,MALTA (T),53,8,Private
NY3808436,MALTON PLACE,Transient non-community system,Ground water,Otsego,SPRINGFIELD (T),50,11,Private
NY1221789,MAMA MARIAS PIZZERIA,Transient non-community system,Ground water,Delaware,HARPERSFIELD (T),52,3,Private
NY1330168,MAMA MIA PIZZA II,Transient non-community system,Ground water,Dutchess,EAST FISHKILL (T),26,3,Private
NY5606484,MAMA RISOS RESTAURANT,Transient non-community system,Ground water,Warren,LAKE GEORGE (T),100,2,Private
NY5222299,MAMAKATING NUTRITION SITE,Transient non-community system,Ground water,Sullivan,MAMAKATING (T),50,4,Private
NY5208229,MAMAKATING PARK POOL,Transient non-community system,Ground water,Sullivan,MAMAKATING (T),150,7,Local government
NY0203064,MAMAS SMOKIN BBQ,Transient non-community system,Ground water,Allegany,WILLING (T),148,3,Private
NY3530101,MAMMA GRACE,Transient non-community system,Ground water,Orange,DEERPARK (T),150,3,Private
NY5906160,MAMMA ROSA RISTORANTE,Transient non-community system,Ground water,Westchester,SOMERS (T),50,5,Private
NY4112000,MAN OF KENT,Transient non-community system,Ground water,Rensselaer,HOOSICK (T),50,4,Private
NY3304599,MANDANA INN,Transient non-community system,Ground water,Onondaga,SKANEATELES (T),100,8,Private
NY4430025,MANDAVILLE CAMP & RETREAT CENTER,Transient non-community system,Ground water,St. Lawrence,HOPKINTON (T),47,5,Private
NY3815580,MANDYS BAR & GRILL,Transient non-community system,Ground water,Otsego,LAURENS (T),30,3,Private
NY1221361,MANHATTAN COUNTRY SCHOOL FARM,Transient non-community system,Ground water,Delaware,ROXBURY (T),30,4,Private
NY5207257,MANSFIELD BUNG COLONY,Transient non-community system,Ground water,Sullivan,BETHEL (T),100,5,Private
NY5230036,MAPLE DRIVE HOLDING CORP.POOL,Transient non-community system,Ground water,Sullivan,BETHEL (T),75,5,Private
NY3730049,MAPLE GROVE RESORT,Transient non-community system,Ground water,Oswego,ALBION  (T),24,5,Private
NY1108728,MAPLE HILL GOLF CLUB,Transient non-community system,Ground water,Cortland,MARATHON (T),120,6,Private
NY5314772,MAPLE RIDGE RANCH,Transient non-community system,Ground water,Tioga,OWEGO (V),99,10,Private
NY4622062,MAPLE SKI RIDGE INC.,Transient non-community system,Ground water,Schenectady,ROTTERDAM (T),325,5,Private
NY1719606,MAPLE TREE KNOLL,Transient non-community system,Ground water,Fulton,CAROGA (T),50,3,Private
NY1930060,MAPLECREST RECREATION PARK,Transient non-community system,Ground water,Greene,WINDHAM (T),220,2,Private
NY0616491,MAPLEHURST COUNTRY CLUB,Transient non-community system,Ground water,Chautauqua,BUSTI (T),250,5,Private
NY2213165,MAPLES MOTEL (THE),Transient non-community system,Ground water,Jefferson,PAMELIA (T),46,6,Private
NY5712714,"MAPLES, THE",Transient non-community system,Ground water,Washington,ARGYLE (T),42,4,Private
NY3721173,MAPLEVIEW FAMILY RESTAURANT,Transient non-community system,Ground water,Oswego,PARISH (T),226,12,Private
NY5206947,MAPLEWOOD GARDENS,Transient non-community system,Ground water,Sullivan,MONTICELLO (V),60,3,Private
NY5530268,MARAS ON THE WAY,Transient non-community system,Ground water,Ulster,KINGSTON (T),25,3,Private
NY1130015,MARATHON MEMORIAL CHAPEL,Transient non-community system,Ground water,Cortland,MARATHON (T),70,6,Private
NY5509659,MARBLETOWN INN,Transient non-community system,Ground water,Ulster,MARBLETOWN (T),85,3,Private
NY3330014,MARCELLUS PIZZA,Transient non-community system,Ground water,Onondaga,MARCELLUS (V),72,5,Private
NY4530275,MARCLUNA REALTY,Transient non-community system,Ground water,Saratoga,WILTON (T),25,3,Private
NY1208190,MARGARETVILLE MOTEL,Transient non-community system,Ground water,Delaware,MIDDLETOWN (T),45,4,Private
NY5230029,MARIAS DELI INC.,Transient non-community system,Ground water,Sullivan,BLOOMINGBURG (V),29,6,Private
NY5130196,MARIAS KITCHEN,Transient non-community system,Ground water,Suffolk,SHELTER ISLAND (T),25,3,Private
NY4630021,MARIAVILLE LAKESIDE COUNTRY STORE,Transient non-community system,Surface water,Schenectady,,25,3,Private
NY1450046,MARIENTHAL COUNTRY INN,Transient non-community system,Ground water,Erie,EDEN (T),25,5,Private
NY2013095,MARINA MOTEL,Transient non-community system,Ground water,Hamilton,INLET (T),64,2,Private
NY0919259,MARINE VILLAGE COTTAGES,Transient non-community system,Ground water,Clinton,BEEKMANTOWN (T),300,7,Private
NY1006190,MARIOS RESTAURANT,Transient non-community system,Ground water,Columbia,NEW LEBANON (T),81,3,Private
NY3922112,MARIOS RISTORANTE & PIZZA,Transient non-community system,Ground water,Putnam,CARMEL (T),40,4,Private
NY5515074,MARIST RETREAT HOUSE,Transient non-community system,Ground water,Ulster,ESOPUS (T),120,8,Private
NY1330459,MARKET SQUARE,Transient non-community system,Ground water,Dutchess,STANFORD (T),30,2,Private
NY1330508,MARKS PLAZA,Transient non-community system,Ground water,Dutchess,FISHKILL (T),35,6,Private
NY4130261,MARPES COUNTRY STORE LLC,Transient non-community system,Ground water,Rensselaer,PITTSTOWN (T),25,3,Private
NY3830104,MARSHMALLOW ACRES,Transient non-community system,Ground water,Otsego,HARTWICK (T),25,6,Private
NY2711011,MARTIN FARMS,Transient non-community system,Ground water,Monroe,CLARKSON (T),81,3,Private
NY1006439,MARTINDALES CHIEF DINER,Transient non-community system,Ground water,Columbia,CLAVERACK (T),75,4,Private
NY1640004,MARTINS BOMBAY GENERAL STORE,Transient non-community system,Ground water,Franklin,BOMBAY (T),26,4,Private
NY1640046,MARTINS COUNTRY STORE & FARM CENTER,Transient non-community system,Ground water,Franklin,MOIRA (T),25,3,Private
NY4430218,MARTINS FARMSTAND,Transient non-community system,Ground water,St. Lawrence,POTSDAM (T),25,4,Private
NY1640002,MARTINS ON MAIN,Transient non-community system,Ground water,Franklin,BRUSHTON (V),25,8,Private
NY2211796,MARY ISLAND STATE PARK,Transient non-community system,Surface water,Jefferson,ALEXANDRIA BAY (V),50,12,State government
NY5206961,MARYGOLD BUNGALOWS INC,Transient non-community system,Ground water,Sullivan,THOMPSON (T),98,4,Private
NY2040008,MARYS WHITE PINE BAKERY,Transient non-community system,Ground water,Hamilton,INLET (T),25,4,Private
NY3904021,MASCOT PETROLEUM COMPANY,Transient non-community system,Ground water,Putnam,KENT (T),25,3,Private
NY1330052,MASHOMACK FISH & GAME PRESERVE,Transient non-community system,Ground water,Dutchess,PINE PLAINS (T),25,16,Private
NY5130048,MASHOMACK PRES. VISITOR CTR.,Transient non-community system,Ground water,Suffolk,SHELTER ISLAND (T),50,5,Private
NY3830066,MASKOTS AND FIELDERS CHOICE,Transient non-community system,Ground water,Otsego,HARTWICK (T),25,5,Private
NY3530276,"MASONS MARKETPLACE, INC.",Transient non-community system,Ground water,Orange,WAWAYANDA (T),25,3,Private
NY1230011,MASONVILLE GENERAL STORE,Transient non-community system,Ground water,Delaware,MASONVILLE (T),25,3,Private
NY4413930,MASSAOUAPI CABINS,Transient non-community system,Ground water,St. Lawrence,MORRISTOWN (T),130,5,Private
NY4413932,MASSAWEPIE SCOUT CAMPS,Transient non-community system,Ground water,St. Lawrence,PIERCEFIELD (T),600,12,Private
NY5203333,MASTEN LAKE COMMUNITY ASSOC,Transient non-community system,Ground water,Sullivan,MAMAKATING (T),65,5,Private
NY3920002,MASTER MART AND GAS,Transient non-community system,Ground water,Putnam,SOUTHEAST (T),25,3,Private
NY1930106,MASTER UNIT RETREAT,Transient non-community system,Groundwater under influence of surface water,Greene,CAIRO (T),25,4,Private
NY3290101,MATTESONS MARKET & CABINS (A&M),Transient non-community system,Ground water,Oneida,FORESTPORT (T),25,4,Private
NY0912307,MATTHEWS MOTEL,Transient non-community system,Ground water,Clinton,ELLENBURG (T),25,7,Private
NY5130087,MATTITUCK FISHING STATION,Transient non-community system,Ground water,Suffolk,SOUTHOLD (T),40,3,Private
NY5130223,MATTITUCK LAUREL VETERINARY HOSPITAL,Transient non-community system,Ground water,Suffolk,,50,4,Private
NY4807385,MATTS PLACE,Transient non-community system,Ground water,Schuyler,ORANGE (T),95,3,Private
NY4708016,MAX V SHAUL STATE PARK,Transient non-community system,Ground water,Schoharie,FULTON (T),117,4,State government
NY5214606,MAYIN TOHAR - BETHEL,Transient non-community system,Ground water,Sullivan,BETHEL (T),50,5,Private
NY5202738,MAYIN TOHAR - FALLSBURG,Transient non-community system,Ground water,Sullivan,FALLSBURG (T),150,16,Private
NY5206945,MAYWOOD ESTATES INC.,Transient non-community system,Ground water,Sullivan,THOMPSON (T),150,9,Private
NY5230125,MAYWOOD VILLAGE,Transient non-community system,Ground water,Sullivan,BETHEL (T),120,6,Private
NY1901887,MC'S CAFE AND BAKERY,Transient non-community system,Ground water,Greene,CAIRO (T),110,5,Private
NY5130188,MCCALL FARM WINERY,Transient non-community system,Ground water,Suffolk,SOUTHOLD (T),40,3,Private
NY1330741,MCCARTHY PHARMACY,Transient non-community system,Ground water,Dutchess,STANFORD (T),42,2,Private
NY0212005,MCCARTHY RANCH CAMPGROUND,Transient non-community system,Ground water,Allegany,ALLEN (T),200,10,Private
NY3921757,MCCARTHYS FAMILY EATE,Transient non-community system,Ground water,Putnam,CARMEL (T),25,3,Private
NY2109885,MCCAULEY MTN.,Transient non-community system,Ground water,Herkimer,WEBB (T),100,7,Local government
NY4807376,MCCLARYS ICE CREAM,Transient non-community system,Ground water,Schuyler,CAYUTA (T),25,3,Private
NY4514017,MCCONCHIES HERITAGE ACRES,Transient non-community system,Ground water,Saratoga,GALWAY (V),400,8,Private
NY0330063,MCDONALDS - WEST WINDSOR,Transient non-community system,Ground water,Broome,WINDSOR (T),200,6,Private
NY1930017,MCDONALDS OF CAIRO,Transient non-community system,Ground water,Greene,CAIRO (T),105,4,Private
NY5722579,MCDONALDS OF GREENWICH,Transient non-community system,Ground water,Washington,GREENWICH (T),200,3,Private
NY3322450,MCDONALDS OF LAFAYETTE,Transient non-community system,Ground water,Onondaga,LAFAYETTE (T),1500,9,Private
NY4522074,MCDONALDS OF MALTA,Transient non-community system,Ground water,Saratoga,MALTA (T),300,5,Private
NY1330275,MCDONALDS OF PLEASANT VALLEY,Transient non-community system,Ground water,Dutchess,PLEASANT VALLEY (T),25,3,Private
NY3819868,MCDONALDS SOUTHSIDE,Transient non-community system,Ground water,Otsego,ONEONTA (T),75,4,Private
NY1330217,MCDONALDS STORE #14556 ROUTE 376,Transient non-community system,Ground water,Dutchess,EAST FISHKILL (T),25,7,Private
NY0830021,MCDONOUGH COUNTRY STORE,Transient non-community system,Ground water,Chenango,MCDONOUGH (T),50,5,Private
NY1330411,MCENROE ORGANIC FARM & KITCHEN,Transient non-community system,Ground water,Dutchess,NORTHEAST (T),123,6,Private
NY1904240,MCGRATHS EDGEWOOD FALLS INC,Transient non-community system,Ground water,Greene,DURHAM (T),67,6,Private
NY4514121,MCGREGOR INN MOTEL,Transient non-community system,Ground water,Saratoga,WILTON (T),25,4,Private
NY4419160,"MCGREGOR PROPERTIES, LLC",Transient non-community system,Ground water,St. Lawrence,HAMMOND (T),75,15,Private
NY4504788,MCGREGOR PUB,Transient non-community system,Ground water,Saratoga,WILTON (T),60,4,Private
NY6130024,MCGREGOR VINEYARD,Transient non-community system,Ground water,Yates,BARRINGTON (T),25,4,Private
NY0907639,MCINTYRES CAMPSITES,Transient non-community system,Ground water,Clinton,BLACK BROOK (T),65,5,Private
NY4413927,MCLEARS COTTAGE COLONY INC,Transient non-community system,Ground water,St. Lawrence,MORRISTOWN (T),200,10,Private
NY5130209,MCMANUS-LOREY FUNERAL HOME,Transient non-community system,Ground water,Suffolk,,100,3,Private
NY1708306,MCMURRAYS BOAT LIVERY,Transient non-community system,Ground water,Fulton,BROADALBIN (T),210,6,Private
NY1909086,MCNERNEYS BRASS RAIL,Transient non-community system,Ground water,Greene,GREENVILLE (T),26,3,Private
NY4430202,MCNIKKI'S TIME OUT LOUNGE,Transient non-community system,Ground water,St. Lawrence,FOWLER (T),25,3,Private
NY1330228,MCSHANES PUB,Transient non-community system,Ground water,Dutchess,EAST FISHKILL (T),26,3,Private
NY1611786,MEACHAM LAKE SPC,Transient non-community system,Ground water,Franklin,DUANE (T),224,9,State government
NY0515982,MEADOW BROOK GOLF COURSE,Transient non-community system,Ground water,Cayuga,BRUTUS (T),50,7,Private
NY3830053,MEADOW LINKS GOLF COURSE,Transient non-community system,Ground water,Otsego,SPRINGFIELD (T),25,4,Private
NY3808452,MEADOW-VALE CAMPSITES,Transient non-community system,Ground water,Otsego,NEW LISBON (T),400,8,Private
NY4416769,MEADOWBROOK GOLF COURSE INC.,Transient non-community system,Ground water,St. Lawrence,STOCKHOLM (T),50,5,Private
NY3517510,MEADOWBROOK LODGE,Transient non-community system,Ground water,Orange,CORNWALL (T),300,3,Private
NY3530196,MEADOWCREST PLAZA,Transient non-community system,Ground water,Orange,WARWICK (T),41,6,Private
NY1012928,"MEADOWGREENS RESORT, INC.",Transient non-community system,Ground water,Columbia,GHENT (T),49,4,Private
NY2208213,MEADOWLANE PARK,Transient non-community system,Ground water,Jefferson,ALEXANDRIA (T),160,19,Private
NY3830026,MEADOWLARK INN,Transient non-community system,Ground water,Otsego,SPRINGFIELD (T),28,4,Private
NY1230029,MEADOWS GOLF CENTER,Transient non-community system,Ground water,Delaware,MIDDLETOWN (T),30,3,Private
NY5619471,MEADS CAMPSITE,Transient non-community system,Ground water,Warren,HORICON (T),250,3,Private
NY0103793,MEADS CORNER INN,Transient non-community system,Ground water,Albany,NEW SCOTLAND (T),25,3,Private
NY5620282,MEADS HOMEOWNERS ASSOCIATION,Transient non-community system,Ground water,Warren,HORICON (T),45,4,Private
NY1730075,MECOS PERFECT SCOOP,Transient non-community system,Ground water,Fulton,JOHNSTOWN (T),25,3,Private
NY1511378,MEDCALF ACRES CAMPSITE,Transient non-community system,Ground water,Essex,SCHROON (T),300,2,Private
NY5630059,MEGS DELI/CLEVERDALE COUNTRY STORE,Transient non-community system,Ground water,Warren,QUEENSBURY (T),25,4,Private
NY1030303,MEISNERS HERITAGE FARM LLC,Transient non-community system,Ground water,Columbia,GREENPORT (T),25,4,Private
NY2007924,MELODY LODGE,Transient non-community system,Ground water,Hamilton,LAKE PLEASANT (T),50,8,Private
NY5507084,MENLA MOUNTAIN RETREAT,Transient non-community system,Ground water,Ulster,SHANDAKEN (T),260,3,Private
NY5206903,MENUCHA BUNGALOWS,Transient non-community system,Ground water,Sullivan,THOMPSON (T),60,4,Private
NY5207346,MENUCHA COTTAGES/SWAN LAKE GARDENS,Transient non-community system,Ground water,Sullivan,LIBERTY (T),110,11,Private
NY1320806,MERCHANTS SQUARE,Transient non-community system,Ground water,Dutchess,DOVER (T),25,3,Private
NY0630059,MERRITT ESTATE WINERY,Transient non-community system,Ground water,Chautauqua,"FORESTVILLE (V), HANOVER (T)",30,4,Private
NY2208823,MERRY KNOLL TRAVEL TRAILER PK.,Transient non-community system,Ground water,Jefferson,CLAYTON (T),85,6,Private
NY5515044,MESIVTA KOL YAKOV,Transient non-community system,Ground water,Ulster,WAWARSING (T),92,4,Private
NY5202737,MESIVTA NACHLATH JAKOV DADAS,Transient non-community system,Ground water,Sullivan,FALLSBURG (T),300,10,Private
NY4109448,MESS HALL,Transient non-community system,Ground water,Rensselaer,SAND LAKE (T),150,6,Private
NY1909029,MESSINAS RESTAURANT,Transient non-community system,Ground water,Greene,WINDHAM (T),26,5,Private
NY4111575,METHODIST FARM ASSOC,Transient non-community system,Ground water,Rensselaer,SAND LAKE (T),73,3,Private
NY5304844,METROS RESTAURANT,Transient non-community system,Ground water,Tioga,OWEGO (V),150,4,Private
NY5930135,METZGER BUILDING,Transient non-community system,Ground water,Westchester,POUND RIDGE (T),100,3,Private
NY5930100,MEXICAN SHACK,Transient non-community system,Ground water,Westchester,SOMERS (T),100,2,Private
NY3730059,MEXICO POINT STATE PARK BEACH,Transient non-community system,Groundwater under influence of surface water,Oswego,MEXICO (T),100,4,Local government
NY3708986,MEXICO POINT STATE PARK BOAT LAUNCH,Transient non-community system,Groundwater under influence of surface water,Oswego,MEXICO (T),300,4,State government
NY5206889,MIAMI BEACH COTTAGES,Transient non-community system,Ground water,Sullivan,THOMPSON (T),40,5,Private
NY1912532,MICHAEL DEES MOTEL,Transient non-community system,Ground water,Greene,DURHAM (T),50,5,Private
NY1330154,MICHAELS,Transient non-community system,Ground water,Dutchess,WAPPINGER (T),26,3,Private
NY3208362,MICHAELS ALDER CREEK INNE,Transient non-community system,Groundwater under influence of surface water,Oneida,BOONVILLE (T),92,21,Private
NY4111569,MICKARA CAMPGROUNDS,Transient non-community system,Ground water,Rensselaer,PITTSTOWN (T),96,3,Private
NY1030267,MICOSTA RESTAURANT,Transient non-community system,Ground water,Columbia,STOCKPORT (T),25,4,Private
NY1330453,MID-HUDSON ISLAMIC ASSOC MOSQUE,Transient non-community system,Ground water,Dutchess,WAPPINGER (T),100,3,Private
NY3722731,"MID-RIVER MOTEL & CAMPGROUND, LLC",Transient non-community system,Ground water,Oswego,ALBION  (T),74,7,Private
NY5719713,MIDDLE FALLS VOL. FIRE DEPT.,Transient non-community system,Ground water,Washington,GREENWICH (T),400,3,Local government
NY5118521,MIDDLE ISLAND COUNTRY CLUB,Transient non-community system,Ground water,Suffolk,BROOKHAVEN (T),1000,3,Private
NY4722287,MIDDLEBURGH ROD & GUN CLUB,Transient non-community system,Ground water,Schoharie,MIDDLEBURGH (T),100,3,Private
NY3501919,MIDDLEHOPE MOTEL,Transient non-community system,Ground water,Orange,NEWBURGH (T),30,6,Private
