seg_id,waterbody,description,win,huc_10,basin_name,subbasin_name,region,county_name,class,water_type,waterbody_size,waterbody_size_units,segment_assessment,segment_ir_number,use,use_assessment,use_ir_number,parameter,listing_agency
0104-0042,Minor Tribs to Lake Erie,"total length of selected tribs, 18-mile to Cattaraugus",Ont 158..E-14 thru 22 (selected),0412010306,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,b,flow,9.4,Miles,IR3_unassessed,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0104-0043,"Pike Creek, Lower, and tribs","stream and tribs, from mouth to Route 5",Ont 158..E-15,0412010306,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,b,flow,1,Miles,IR3_unassessed,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0104-0044,"Pike Creek, Upper, and tribs","stream and tribs, above Route 5",Ont 158..E-15,0412010306,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,flow,7.3,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0045,"Little Sister Creek, Lower, and tribs","stream and tribs, from mouth to Route 5",Ont 158..E-19,0412010306,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,b,flow,4,Miles,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,fecal_coliforms; phosphorus,NYSDEC
0104-0046,"Little Sister Creek, Upper, and tribs","stream and tribs, above Route 5",Ont 158..E-19,0412010306,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,flow,13.7,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0047,"Big Sister Creek, Upper, and tribs","stream and tribs, above Pontiac",Ont 158..E-20,0412010306,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,flow,51.4,Miles,IR5_impaired,5,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0048,Rythus Creek and tribs,entire stream and tribs,Ont 158..E-20-13,0412010306,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,flow,19.4,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0049,"Delaware Creek, Lower, and tribs","stream and tribs, from mouth to Route 5",Ont 158..E-21,0412010306,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,b(ts),flow,2.5,Miles,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0104-0050,"Delaware Creek, Upper, and tribs","stream and tribs, above Route 5",Ont 158..E-21,0412010306,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,flow,20.5,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0051,"Muddy Creek, Lower, and tribs","stream and tribs, from mouth to tribs -a",Ont 158..E-22,0412010306,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,b,flow,2.4,Miles,IR5_impaired,5,secondary_contact_recreation,IR5_impaired_confirmed,5,fecal_coliforms,NYSDEC
0104-0052,"Muddy Creek, Upper, and tribs","stream and tribs, above trib -a",Ont 158..E-22,0412010306,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,flow,22.3,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0053,"Cattaraugus Cr, Middle, Main Stem","stream and tribs, from Iroquois to Gowanda",Ont 158..E-23 (portion 2),0412010202,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c(t),flow,9.1,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0054,"Clear Creek, Upper, and tribs","stream and tribs, above Taylor Hollow",Ont 158..E-23- 6,0412010202,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c(t),flow,97.5,Miles,IR3_needs-verification,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0055,"North Branch Clear Cr, Lower, and tribs","stream and tribs, from mouth to Clear Lake",Ont 158..E-23- 6-4,0412010202,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,flow,34.8,Miles,IR3_needs-verification,3,fishing,IR3_fully-supported_unconfirmed,3,dissolved_oxygen; nitrite; ph,NYSDEC
0104-0056,"North Branch Clear Cr, Upper, and tribs","stream and tribs, above Clear Lake",Ont 158..E-23- 6-4,0412010202,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,a,flow,13.2,Miles,IR3_unassessed,3,source_of_water_supply,IR3_unassessed,3,No_Data,NYSDEC
0104-0057,Clear Lake,entire lake,Ont 158..E-23- 6-P100,0412010202,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,a,pond,47.5,Acres,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,dissolved_oxygen,NYSDEC
0104-0058,"South Br. Cattaraugus, Upper, and tribs","stream and tribs, above Otto",Ont 158..E-23-20,0412010202,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,c(t),flow,80,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0059,Mansfield Creek and tribs,entire stream and tribs,Ont 158..E-23-20-11,0412010202,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,c(t),flow,93,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0060,"Rainbow, Timber Lakes",total area of both lakes,Ont 158..E-23-20-P??,0412010202,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,c(t),pond,38.8,Acres,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0104-0061,"Connoisarauley Creek, Lower, and tribs","stream and tribs, from mouth to Near Ashford Hollow",Ont 158..E-23-27,0412010202,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,b(ts),flow,39,Miles,IR3_needs-verification,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0104-0062,"Connoisarauley Creek, Upper, and tribs","stream and tribs, above Ashford Hollow",Ont 158..E-23-27,0412010202,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,c(t),flow,20.6,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0063,Buttermilk Creek and tribs,entire stream and tribs,Ont 158..E-23-33,0412010201,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,c,flow,81.1,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0064,"Elton Creek, Upper, and tribs","stream and tribs, above Delevan",Ont 158..E-23-48,0412010201,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,c(t),flow,82.2,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,ph,NYSDEC
0104-0065,Lime Lake Outlet and tribs,entire stream and tribs,Ont 158..E-23-48-3,0412010201,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,c(ts),flow,34.5,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0066,"Frog Pond, Sucker Pond",total area of both lakes,"Ont 158..E-23-48-3-P128,P132",0412010201,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,c,pond,22.4,Acres,IR3_needs-verification,3,fishing,IR3_impaired_unconfirmed,3,ph,NYSDEC
0104-0067,Beaver Lake,entire lake,Ont 158..E-23-48-9-P133,0412010201,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,b,pond,18.9,Acres,IR3_unassessed,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0104-0068,Skim Lake,entire lake,Ont 158..E-23-56-11-P141,0412010201,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,b,pond,18.9,Acres,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0069,Moores Pond,entire lake,Ont 158..E-23-56-14-P146,0412010201,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,c(t),pond,15.6,Acres,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0070,Crystal Lake,entire lake,Ont 158..E-23-56-14-P147,0412010201,Lake Erie-Niagara River,Eastern L. Erie,9,Cattaraugus,b,pond,33.8,Acres,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,dissolved_oxygen,NYSDEC
0104-0071,Hiram Lake,entire lake,Ont 158..E-23-65-P149,0412010201,Lake Erie-Niagara River,Eastern L. Erie,9,Wyoming,b,pond,21.7,Acres,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0072,Halfway Brook and tribs,entire stream and tribs,Ont 158..E-24,0412010101,Lake Erie-Niagara River,Eastern L. Erie,9,Chautauqua,c(ts),flow,6.1,Miles,IR3_unassessed,3,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0073,Minor Tribs to Cattaraugus Creek,"total length of selected tribs, from mouth to Gowanda",Ont 158..E-23- 1 thru 18 (selected),0412010202,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,flow,151.4,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0074,Minor Tribs to Cattaraugus Creek,"total length of select tribs, fr Gowanda to Springville",Ont 158..E-23-19 thru 31 (selected),0412010202,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,flow,131,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0104-0075,Minor Tribs to Cattaraugus Creek,"total length of sel. tribs, fr Springville to Still Cor",Ont 158..E-23-43 thru 47,0412010201,Lake Erie-Niagara River,Eastern L. Erie,9,Erie,c,flow,68.4,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0105-0001,"Chautauqua Creek, Lower, and minor tribs","stream and selected tribs, fr mouth to near Minton Res",Ont 158..E-68,0412010103,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,c(t),flow,6,Miles,IR5_impaired,5,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0105-0003,Twentymile Creek and minor tribs,entire stream and selected tribs,Ont 158..E-96,0412010104,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,c(t),flow,53.3,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0105-0006,"Walnut Creek, Lower, and tribs","stream and tribs, from the mouth to Forestville",Ont 158..E-25- 1,0412010101,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,c,flow,25.1,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0105-0007,"Silver Creek, Lower, and minor tribs","stream and selected tribs, from mouth to Smith Mills",Ont 158..E-25,0412010101,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,c(t),flow,21.7,Miles,IR3_needs-verification,3,fishing,IR3_impaired_unconfirmed,3,ph,NYSDEC
0105-0008,"Canadaway Creek, Lower, and tribs","stream and tribs, from mouth to Shumla",Ont 158..E-37,0412010102,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,b,flow,36.8,Miles,IR3_unassessed,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0105-0009,Lake Erie (Dunkirk Harbor),portion as described below,Ont 158-E (portion 7a),0412010102,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,b,pond,2.8,Miles,IR5_impaired,5,secondary_contact_recreation,IR5_impaired_confirmed,5,fecal_coliforms; total_pcbs,NYSDEC
0105-0010,Slippery Rock Creek and tribs,entire stream and tribs,Ont 158..E-50,0412010103,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,c,flow,11.3,Miles,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0105-0011,Lake Erie (Barcelona Harbor),portion as described below,Ont 158-E (portion 7b),0412010103,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,b,pond,0.7,Miles,IR5_impaired,5,shellfishing,not-applicable,not-applicable,not-applicable,NYSDEC
0105-0012,"Silver Creek, Upper, and tribs","stream and tribs, above Smith Mills",Ont 158..E-25,0412010101,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,a,flow,32.7,Miles,IR3_needs-verification,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0105-0013,"Walnut Creek, Upper, and tribs","stream and tribs, above Forestville",Ont 158..E-25- 1,0412010101,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,c(t),flow,36.9,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0105-0014,Silver Creek Reservoir,entire lake,Ont 158..E-25- 8-P??,0412010101,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,a,pond,43.7,Acres,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0105-0015,Minor Tribs to Lake Erie,"total length of selected tribs, Silver Cr to L.Canadawy",Ont 158..E-26 thru 41 (selected),0412010102,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,c,flow,29.8,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,dissolved_oxygen; total_dissolved_solids,NYSDEC
0105-0016,Beaver Creek and tribs,entire stream and tribs,Ont 158..E-31,0412010102,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,c,flow,14.9,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0105-0017,Scott Creek and tribs,entire stream and tribs,Ont 158..E-32,0412010102,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,c,flow,14,Miles,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,bap,NYSDEC
0105-0018,Hyde Creek and tribs,entire stream and tribs,Ont 158..E-34,0412010102,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,c,flow,6.4,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0105-0019,Crooked Brook and tribs,entire stream and tribs,Ont 158..E-36,0412010102,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,c,flow,8.1,Miles,IR5_impaired,5,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0105-0020,"Canadaway Creek, Upper, and tribs","stream and tribs, above Shumla",Ont 158..E-37,0412010102,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,b,flow,30.5,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0105-0021,Fredonia Reservoir,entire reservoir,Ont 158..E-37- 7-P160,0412010102,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,a,pond,51.2,Acres,IR5_impaired,5,primary_contact_recreation,IR3_fully-supported_unconfirmed,3,phosphorus,NYSDEC
0105-0022,Tribs to Fredonia Reservoir,total length of all tribs to Fredonia Reservoir,Ont 158..E-37- 7-P160-,0412010102,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,a,flow,14.2,Miles,IR3_unassessed,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0105-0023,Little Canadaway Creek and tribs,entire stream and tribs,Ont 158..E-43,0412010102,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,c,flow,15.8,Miles,IR3_needs-verification,3,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0105-0024,Minor Tribs to Lake Erie,"total length of selected tribs, L.Canadawy to Chautaqua",Ont 158..E-44 thru 67 (selected),0412010103,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,c,flow,74.4,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,dissolved_oxygen; total_dissolved_solids,NYSDEC
0105-0025,Brocton Reservoir,entire reservoir,Ont 158..E-50-P160k,0412010103,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,a,pond,17.4,Acres,IR3_needs-verification,3,primary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0105-0026,Tribs to Brocton Reservoir,total length of all tribs to Brocton Reservoir,Ont 158..E-50-P160k-,0412010103,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,a,flow,5.5,Miles,IR3_needs-verification,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0105-0027,"Chautauqua Creek, Upper and tribs","stream and selected tribs, above Minton Reservoir",Ont 158..E-68,0412010103,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,a(t),flow,56.5,Miles,IR3_unassessed,3,secondary_contact_recreation,IR3_unassessed,3,No_Data,NYSDEC
0105-0028,Little Chautauqua Creek and tribs,entire stream and tribs,Ont 158..E-68- 1,0412010103,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,c(t),flow,18.7,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0105-0029,Minton Reservoir,entire reservoir,Ont 158..E-68- 2-P165a,0412010103,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,a,pond,12.7,Acres,IR3_needs-verification,3,secondary_contact_recreation,IR3_fully-supported_unconfirmed,3,phosphorus,NYSDEC
0105-0030,Minor Tribs to Lake Erie,"total length of selected tribs, Chautauqua to 20-mile",Ont 158..E-69 thru 95,0412010104,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,c,flow,88.5,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0105-0031,Upper Belson Creek/Gage Gulf and tribs,stream and tribs,Ont 158..E-96- 3,0412010104,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,a,flow,12.4,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0105-0032,unnamed tribs to Pennsylvania,entire stream and tribs,Ont 158..E-97,0412010104,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,c,flow,3.1,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,dissolved_oxygen,NYSDEC
0105-0033,"Lake Erie (Main Lake, South)",portion as described below,Ont 158-E (portion 7),0412010103,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,a-special,pond,39.6,Miles,IR5_impaired,5,fishing,IR5_impaired_confirmed,5,fecal_coliforms; total_pcbs,NYSDEC
0105-0034,East Mud Lake,entire lake,Ont 158..E-25- 8- 7-P??,0412010101,Lake Erie-Niagara River,L. Erie West End,9,Chautauqua,c,pond,32.9,Acres,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0201-0001,"Little Genesee Creek, Lower, and tribs","stream and tribs, from mouth to Bolivar",Pa-53..Pa-39,0501000102,Allegheny River,Allegheny R. Main Stem,9,Allegany,c(t),flow,43,Miles,IR3_needs-verification,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0201-0002,Tunungwant (Tuna) Creek and tribs,entire stream and minor tribs,Pa-53-36,0501000106,Allegheny River,Allegheny R. Main Stem,9,Cattaraugus,c,flow,47.8,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0201-0008,Ischua Creek Reservoir,entire reservoir,Pa-53-54-10-P112,0501000104,Allegheny River,Allegheny R. Main Stem,9,Cattaraugus,c(t),pond,225.4,Acres,IR3_unassessed,3,secondary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0201-0009,Haskell Creek and tribs,entire stream and tribs,Pa-53-57,0501000105,Allegheny River,Allegheny R. Main Stem,9,Cattaraugus,c(t),flow,87.7,Miles,IR3_unassessed,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
0201-0012,"Great Valley Cr, Middle, and minor tribs","stream and tribs, from Great Valley to Ellicottville",Pa-53-25,0501000107,Allegheny River,Allegheny R. Main Stem,9,Cattaraugus,c(t),flow,43.3,Miles,IR3_needs-verification,3,fishing,IR3_stressed_unconfirmed,3,ph,NYSDEC
0201-0013,"Little Valley Creek, Lower, and tribs","stream and tribs, from mouth to Elkdale",Pa-53-21,0501000108,Allegheny River,Allegheny R. Main Stem,9,Cattaraugus,c(t),flow,59.6,Miles,IR3_unassessed,3,fishing,IR3_unassessed,3,No_Data,NYSDEC
0201-0014,"Cold Spring Creek, Lower, and tribs","stream and tribs, from mouth to Napoli",Pa-53-11,0501000108,Allegheny River,Allegheny R. Main Stem,9,Cattaraugus,c,flow,33.6,Miles,IR3_needs-verification,3,fishing,IR3_fully-supported_unconfirmed,3,dissolved_oxygen; nitrite; ph,NYSDEC
0201-0016,Cuba Lake,entire lake,Pa-53-54-11- 5-P115,0501000104,Allegheny River,Allegheny R. Main Stem,9,Allegany,b,pond,455,Acres,IR5_impaired,5,source_of_water_supply,not-applicable,not-applicable,not-applicable,NYSDEC
0201-0017,"Olean Creek, Lower, and tribs","stream and tribs, from mouth to Baldwin Heights",Pa-53-54,0501000104,Allegheny River,Allegheny R. Main Stem,9,Cattaraugus,c,flow,9.5,Miles,IR3_needs-verification,3,primary_contact_recreation,not-applicable,not-applicable,not-applicable,NYSDEC
